code	your_id	pre_workshop	exercise_1	exercise_2	exercise_3	summative
WY4		https://bit.ly/ds4biomed-p4-preworkshop	https://bit.ly/ffpMgM8	https://bit.ly/RBjn3Zn	https://bit.ly/rQvqRg6	https://bit.ly/ds4biomed-p4-sum
IJ7		https://bit.ly/ds4biomed-p4-preworkshop	https://bit.ly/3nq0yB3	https://bit.ly/30B8DtH	https://bit.ly/3wXF2qx	https://bit.ly/ds4biomed-p4-sum
OO3		https://bit.ly/ds4biomed-p4-preworkshop	https://bit.ly/30FsIj5	https://bit.ly/3HAKeFJ	https://bit.ly/3wZQ9zb	https://bit.ly/ds4biomed-p4-sum
ZF9		https://bit.ly/ds4biomed-p4-preworkshop	https://bit.ly/mnUFNhe	https://bit.ly/3Hyaocf	https://bit.ly/3HBrEO2	https://bit.ly/ds4biomed-p4-sum
BM9		https://bit.ly/ds4biomed-p4-preworkshop	https://bit.ly/3nq0yB3	https://bit.ly/30B8DtH	https://bit.ly/3wXF2qx	https://bit.ly/ds4biomed-p4-sum
KG8		https://bit.ly/ds4biomed-p4-preworkshop	https://bit.ly/30FsIj5	https://bit.ly/3HAKeFJ	https://bit.ly/3wZQ9zb	https://bit.ly/ds4biomed-p4-sum
KY3		https://bit.ly/ds4biomed-p4-preworkshop	https://bit.ly/30FsIj5	https://bit.ly/3HAKeFJ	https://bit.ly/3wZQ9zb	https://bit.ly/ds4biomed-p4-sum
OD0		https://bit.ly/ds4biomed-p4-preworkshop	https://bit.ly/mnUFNhe	https://bit.ly/3Hyaocf	https://bit.ly/3HBrEO2	https://bit.ly/ds4biomed-p4-sum
FC5		https://bit.ly/ds4biomed-p4-preworkshop	https://bit.ly/ffpMgM8	https://bit.ly/RBjn3Zn	https://bit.ly/rQvqRg6	https://bit.ly/ds4biomed-p4-sum
DS8		https://bit.ly/ds4biomed-p4-preworkshop	https://bit.ly/mnUFNhe	https://bit.ly/3Hyaocf	https://bit.ly/3HBrEO2	https://bit.ly/ds4biomed-p4-sum
PA4		https://bit.ly/ds4biomed-p4-preworkshop	https://bit.ly/ffpMgM8	https://bit.ly/RBjn3Zn	https://bit.ly/rQvqRg6	https://bit.ly/ds4biomed-p4-sum
NZ0		https://bit.ly/ds4biomed-p4-preworkshop	https://bit.ly/3nq0yB3	https://bit.ly/30B8DtH	https://bit.ly/3wXF2qx	https://bit.ly/ds4biomed-p4-sum
VM7		https://bit.ly/ds4biomed-p4-preworkshop	https://bit.ly/mnUFNhe	https://bit.ly/3Hyaocf	https://bit.ly/3HBrEO2	https://bit.ly/ds4biomed-p4-sum
OZ5		https://bit.ly/ds4biomed-p4-preworkshop	https://bit.ly/ffpMgM8	https://bit.ly/RBjn3Zn	https://bit.ly/rQvqRg6	https://bit.ly/ds4biomed-p4-sum
EV3		https://bit.ly/ds4biomed-p4-preworkshop	https://bit.ly/mnUFNhe	https://bit.ly/3Hyaocf	https://bit.ly/3HBrEO2	https://bit.ly/ds4biomed-p4-sum
GO1		https://bit.ly/ds4biomed-p4-preworkshop	https://bit.ly/30FsIj5	https://bit.ly/3HAKeFJ	https://bit.ly/3wZQ9zb	https://bit.ly/ds4biomed-p4-sum
CR4		https://bit.ly/ds4biomed-p4-preworkshop	https://bit.ly/3nq0yB3	https://bit.ly/30B8DtH	https://bit.ly/3wXF2qx	https://bit.ly/ds4biomed-p4-sum
YI0		https://bit.ly/ds4biomed-p4-preworkshop	https://bit.ly/30FsIj5	https://bit.ly/3HAKeFJ	https://bit.ly/3wZQ9zb	https://bit.ly/ds4biomed-p4-sum
CO5		https://bit.ly/ds4biomed-p4-preworkshop	https://bit.ly/3nq0yB3	https://bit.ly/30B8DtH	https://bit.ly/3wXF2qx	https://bit.ly/ds4biomed-p4-sum
CG2		https://bit.ly/ds4biomed-p4-preworkshop	https://bit.ly/ffpMgM8	https://bit.ly/RBjn3Zn	https://bit.ly/rQvqRg6	https://bit.ly/ds4biomed-p4-sum
ZC1		https://bit.ly/ds4biomed-p4-preworkshop	https://bit.ly/30FsIj5	https://bit.ly/3HAKeFJ	https://bit.ly/3wZQ9zb	https://bit.ly/ds4biomed-p4-sum
HH8		https://bit.ly/ds4biomed-p4-preworkshop	https://bit.ly/3nq0yB3	https://bit.ly/30B8DtH	https://bit.ly/3wXF2qx	https://bit.ly/ds4biomed-p4-sum
OX7		https://bit.ly/ds4biomed-p4-preworkshop	https://bit.ly/mnUFNhe	https://bit.ly/3Hyaocf	https://bit.ly/3HBrEO2	https://bit.ly/ds4biomed-p4-sum
NO1		https://bit.ly/ds4biomed-p4-preworkshop	https://bit.ly/30FsIj5	https://bit.ly/3HAKeFJ	https://bit.ly/3wZQ9zb	https://bit.ly/ds4biomed-p4-sum
IT5		https://bit.ly/ds4biomed-p4-preworkshop	https://bit.ly/ffpMgM8	https://bit.ly/RBjn3Zn	https://bit.ly/rQvqRg6	https://bit.ly/ds4biomed-p4-sum
CA3		https://bit.ly/ds4biomed-p4-preworkshop	https://bit.ly/mnUFNhe	https://bit.ly/3Hyaocf	https://bit.ly/3HBrEO2	https://bit.ly/ds4biomed-p4-sum
RL9		https://bit.ly/ds4biomed-p4-preworkshop	https://bit.ly/ffpMgM8	https://bit.ly/RBjn3Zn	https://bit.ly/rQvqRg6	https://bit.ly/ds4biomed-p4-sum
SE7		https://bit.ly/ds4biomed-p4-preworkshop	https://bit.ly/3nq0yB3	https://bit.ly/30B8DtH	https://bit.ly/3wXF2qx	https://bit.ly/ds4biomed-p4-sum
ZF0		https://bit.ly/ds4biomed-p4-preworkshop	https://bit.ly/ffpMgM8	https://bit.ly/RBjn3Zn	https://bit.ly/rQvqRg6	https://bit.ly/ds4biomed-p4-sum
SB5		https://bit.ly/ds4biomed-p4-preworkshop	https://bit.ly/30FsIj5	https://bit.ly/3HAKeFJ	https://bit.ly/3wZQ9zb	https://bit.ly/ds4biomed-p4-sum
WD5		https://bit.ly/ds4biomed-p4-preworkshop	https://bit.ly/mnUFNhe	https://bit.ly/3Hyaocf	https://bit.ly/3HBrEO2	https://bit.ly/ds4biomed-p4-sum
FD0		https://bit.ly/ds4biomed-p4-preworkshop	https://bit.ly/30FsIj5	https://bit.ly/3HAKeFJ	https://bit.ly/3wZQ9zb	https://bit.ly/ds4biomed-p4-sum
VG9		https://bit.ly/ds4biomed-p4-preworkshop	https://bit.ly/3nq0yB3	https://bit.ly/30B8DtH	https://bit.ly/3wXF2qx	https://bit.ly/ds4biomed-p4-sum
JO1		https://bit.ly/ds4biomed-p4-preworkshop	https://bit.ly/ffpMgM8	https://bit.ly/RBjn3Zn	https://bit.ly/rQvqRg6	https://bit.ly/ds4biomed-p4-sum
FW9		https://bit.ly/ds4biomed-p4-preworkshop	https://bit.ly/mnUFNhe	https://bit.ly/3Hyaocf	https://bit.ly/3HBrEO2	https://bit.ly/ds4biomed-p4-sum
WD7		https://bit.ly/ds4biomed-p4-preworkshop	https://bit.ly/3nq0yB3	https://bit.ly/30B8DtH	https://bit.ly/3wXF2qx	https://bit.ly/ds4biomed-p4-sum
TH7		https://bit.ly/ds4biomed-p4-preworkshop	https://bit.ly/ffpMgM8	https://bit.ly/RBjn3Zn	https://bit.ly/rQvqRg6	https://bit.ly/ds4biomed-p4-sum
UZ3		https://bit.ly/ds4biomed-p4-preworkshop	https://bit.ly/mnUFNhe	https://bit.ly/3Hyaocf	https://bit.ly/3HBrEO2	https://bit.ly/ds4biomed-p4-sum
QM2		https://bit.ly/ds4biomed-p4-preworkshop	https://bit.ly/ffpMgM8	https://bit.ly/RBjn3Zn	https://bit.ly/rQvqRg6	https://bit.ly/ds4biomed-p4-sum
YL4		https://bit.ly/ds4biomed-p4-preworkshop	https://bit.ly/3nq0yB3	https://bit.ly/30B8DtH	https://bit.ly/3wXF2qx	https://bit.ly/ds4biomed-p4-sum
QI8		https://bit.ly/ds4biomed-p4-preworkshop	https://bit.ly/3nq0yB3	https://bit.ly/30B8DtH	https://bit.ly/3wXF2qx	https://bit.ly/ds4biomed-p4-sum
CH1		https://bit.ly/ds4biomed-p4-preworkshop	https://bit.ly/30FsIj5	https://bit.ly/3HAKeFJ	https://bit.ly/3wZQ9zb	https://bit.ly/ds4biomed-p4-sum
ZZ5		https://bit.ly/ds4biomed-p4-preworkshop	https://bit.ly/30FsIj5	https://bit.ly/3HAKeFJ	https://bit.ly/3wZQ9zb	https://bit.ly/ds4biomed-p4-sum
HY0		https://bit.ly/ds4biomed-p4-preworkshop	https://bit.ly/mnUFNhe	https://bit.ly/3Hyaocf	https://bit.ly/3HBrEO2	https://bit.ly/ds4biomed-p4-sum
JG8		https://bit.ly/ds4biomed-p4-preworkshop	https://bit.ly/3nq0yB3	https://bit.ly/30B8DtH	https://bit.ly/3wXF2qx	https://bit.ly/ds4biomed-p4-sum
BW8		https://bit.ly/ds4biomed-p4-preworkshop	https://bit.ly/mnUFNhe	https://bit.ly/3Hyaocf	https://bit.ly/3HBrEO2	https://bit.ly/ds4biomed-p4-sum
CI1		https://bit.ly/ds4biomed-p4-preworkshop	https://bit.ly/30FsIj5	https://bit.ly/3HAKeFJ	https://bit.ly/3wZQ9zb	https://bit.ly/ds4biomed-p4-sum
JF3		https://bit.ly/ds4biomed-p4-preworkshop	https://bit.ly/3nq0yB3	https://bit.ly/30B8DtH	https://bit.ly/3wXF2qx	https://bit.ly/ds4biomed-p4-sum
QI5		https://bit.ly/ds4biomed-p4-preworkshop	https://bit.ly/ffpMgM8	https://bit.ly/RBjn3Zn	https://bit.ly/rQvqRg6	https://bit.ly/ds4biomed-p4-sum
XZ8		https://bit.ly/ds4biomed-p4-preworkshop	https://bit.ly/ffpMgM8	https://bit.ly/RBjn3Zn	https://bit.ly/rQvqRg6	https://bit.ly/ds4biomed-p4-sum
QT4		https://bit.ly/ds4biomed-p4-preworkshop	https://bit.ly/mnUFNhe	https://bit.ly/3Hyaocf	https://bit.ly/3HBrEO2	https://bit.ly/ds4biomed-p4-sum
HH9		https://bit.ly/ds4biomed-p4-preworkshop	https://bit.ly/30FsIj5	https://bit.ly/3HAKeFJ	https://bit.ly/3wZQ9zb	https://bit.ly/ds4biomed-p4-sum
JZ4		https://bit.ly/ds4biomed-p4-preworkshop	https://bit.ly/3nq0yB3	https://bit.ly/30B8DtH	https://bit.ly/3wXF2qx	https://bit.ly/ds4biomed-p4-sum
JQ8		https://bit.ly/ds4biomed-p4-preworkshop	https://bit.ly/ffpMgM8	https://bit.ly/RBjn3Zn	https://bit.ly/rQvqRg6	https://bit.ly/ds4biomed-p4-sum
OK0		https://bit.ly/ds4biomed-p4-preworkshop	https://bit.ly/30FsIj5	https://bit.ly/3HAKeFJ	https://bit.ly/3wZQ9zb	https://bit.ly/ds4biomed-p4-sum
KC5		https://bit.ly/ds4biomed-p4-preworkshop	https://bit.ly/mnUFNhe	https://bit.ly/3Hyaocf	https://bit.ly/3HBrEO2	https://bit.ly/ds4biomed-p4-sum
BM2		https://bit.ly/ds4biomed-p4-preworkshop	https://bit.ly/ffpMgM8	https://bit.ly/RBjn3Zn	https://bit.ly/rQvqRg6	https://bit.ly/ds4biomed-p4-sum
DT9		https://bit.ly/ds4biomed-p4-preworkshop	https://bit.ly/mnUFNhe	https://bit.ly/3Hyaocf	https://bit.ly/3HBrEO2	https://bit.ly/ds4biomed-p4-sum
TY8		https://bit.ly/ds4biomed-p4-preworkshop	https://bit.ly/30FsIj5	https://bit.ly/3HAKeFJ	https://bit.ly/3wZQ9zb	https://bit.ly/ds4biomed-p4-sum
JQ9		https://bit.ly/ds4biomed-p4-preworkshop	https://bit.ly/3nq0yB3	https://bit.ly/30B8DtH	https://bit.ly/3wXF2qx	https://bit.ly/ds4biomed-p4-sum
YR1		https://bit.ly/ds4biomed-p4-preworkshop	https://bit.ly/30FsIj5	https://bit.ly/3HAKeFJ	https://bit.ly/3wZQ9zb	https://bit.ly/ds4biomed-p4-sum
MO4		https://bit.ly/ds4biomed-p4-preworkshop	https://bit.ly/30FsIj5	https://bit.ly/3HAKeFJ	https://bit.ly/3wZQ9zb	https://bit.ly/ds4biomed-p4-sum
UP8		https://bit.ly/ds4biomed-p4-preworkshop	https://bit.ly/mnUFNhe	https://bit.ly/3Hyaocf	https://bit.ly/3HBrEO2	https://bit.ly/ds4biomed-p4-sum
JQ1		https://bit.ly/ds4biomed-p4-preworkshop	https://bit.ly/3nq0yB3	https://bit.ly/30B8DtH	https://bit.ly/3wXF2qx	https://bit.ly/ds4biomed-p4-sum
NW3		https://bit.ly/ds4biomed-p4-preworkshop	https://bit.ly/3nq0yB3	https://bit.ly/30B8DtH	https://bit.ly/3wXF2qx	https://bit.ly/ds4biomed-p4-sum
PB6		https://bit.ly/ds4biomed-p4-preworkshop	https://bit.ly/ffpMgM8	https://bit.ly/RBjn3Zn	https://bit.ly/rQvqRg6	https://bit.ly/ds4biomed-p4-sum
UP1		https://bit.ly/ds4biomed-p4-preworkshop	https://bit.ly/ffpMgM8	https://bit.ly/RBjn3Zn	https://bit.ly/rQvqRg6	https://bit.ly/ds4biomed-p4-sum
RR4		https://bit.ly/ds4biomed-p4-preworkshop	https://bit.ly/mnUFNhe	https://bit.ly/3Hyaocf	https://bit.ly/3HBrEO2	https://bit.ly/ds4biomed-p4-sum
EM6		https://bit.ly/ds4biomed-p4-preworkshop	https://bit.ly/ffpMgM8	https://bit.ly/RBjn3Zn	https://bit.ly/rQvqRg6	https://bit.ly/ds4biomed-p4-sum
WW4		https://bit.ly/ds4biomed-p4-preworkshop	https://bit.ly/30FsIj5	https://bit.ly/3HAKeFJ	https://bit.ly/3wZQ9zb	https://bit.ly/ds4biomed-p4-sum
XY8		https://bit.ly/ds4biomed-p4-preworkshop	https://bit.ly/30FsIj5	https://bit.ly/3HAKeFJ	https://bit.ly/3wZQ9zb	https://bit.ly/ds4biomed-p4-sum
QX2		https://bit.ly/ds4biomed-p4-preworkshop	https://bit.ly/ffpMgM8	https://bit.ly/RBjn3Zn	https://bit.ly/rQvqRg6	https://bit.ly/ds4biomed-p4-sum
BG4		https://bit.ly/ds4biomed-p4-preworkshop	https://bit.ly/mnUFNhe	https://bit.ly/3Hyaocf	https://bit.ly/3HBrEO2	https://bit.ly/ds4biomed-p4-sum
MO2		https://bit.ly/ds4biomed-p4-preworkshop	https://bit.ly/3nq0yB3	https://bit.ly/30B8DtH	https://bit.ly/3wXF2qx	https://bit.ly/ds4biomed-p4-sum
CD3		https://bit.ly/ds4biomed-p4-preworkshop	https://bit.ly/mnUFNhe	https://bit.ly/3Hyaocf	https://bit.ly/3HBrEO2	https://bit.ly/ds4biomed-p4-sum
FE3		https://bit.ly/ds4biomed-p4-preworkshop	https://bit.ly/3nq0yB3	https://bit.ly/30B8DtH	https://bit.ly/3wXF2qx	https://bit.ly/ds4biomed-p4-sum
QK2		https://bit.ly/ds4biomed-p4-preworkshop	https://bit.ly/3nq0yB3	https://bit.ly/30B8DtH	https://bit.ly/3wXF2qx	https://bit.ly/ds4biomed-p4-sum
OX9		https://bit.ly/ds4biomed-p4-preworkshop	https://bit.ly/ffpMgM8	https://bit.ly/RBjn3Zn	https://bit.ly/rQvqRg6	https://bit.ly/ds4biomed-p4-sum
PC1		https://bit.ly/ds4biomed-p4-preworkshop	https://bit.ly/30FsIj5	https://bit.ly/3HAKeFJ	https://bit.ly/3wZQ9zb	https://bit.ly/ds4biomed-p4-sum
JD3		https://bit.ly/ds4biomed-p4-preworkshop	https://bit.ly/30FsIj5	https://bit.ly/3HAKeFJ	https://bit.ly/3wZQ9zb	https://bit.ly/ds4biomed-p4-sum
US6		https://bit.ly/ds4biomed-p4-preworkshop	https://bit.ly/ffpMgM8	https://bit.ly/RBjn3Zn	https://bit.ly/rQvqRg6	https://bit.ly/ds4biomed-p4-sum
QQ9		https://bit.ly/ds4biomed-p4-preworkshop	https://bit.ly/3nq0yB3	https://bit.ly/30B8DtH	https://bit.ly/3wXF2qx	https://bit.ly/ds4biomed-p4-sum
